Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,150.68923773855127,151.67444925498563,150.23139111101185,150.79507122951685,150.79507122951685,4878570
2015-01-02,150.32380782471782,152.01567811248566,150.10307556959646,150.63767477776008,150.63767477776008,2052567
2015-01-03,151.51518814795008,152.1549606330455,150.3226124478776,151.65920758491112,151.65920758491112,3120671
2015-01-04,154.70301804209717,154.2898184129121,153.2515507388631,153.99375236952315,153.99375236952315,1813089
2015-01-05,152.4486179791706,154.61939095582557,152.87763906326992,153.69252230743814,153.69252230743814,3884410
2015-01-06,154.02979956505848,153.2947786730582,152.75210914220077,153.3913168720144,153.3913168720144,1173697
2015-01-07,155.9791478358263,156.4661830568415,155.0683901215134,155.81013609527545,155.81013609527545,2917057
2015-01-08,156.4077773650762,157.93380752116252,156.4011380277134,157.01128818900483,157.01128818900483,4687817
2015-01-09,155.81942041357777,157.0221006616898,155.40134301265277,156.35707661010238,156.35707661010238,3520214
2015-01-10,158.05911318908542,157.24919120388847,156.45022113416724,157.22091667548133,157.22091667548133,3136718
2015-01-11,156.10303669629127,158.17287911436463,155.16187585323414,156.57579013626264,156.57579013626264,4824245
2015-01-12,155.3505202506093,156.77896458288185,154.9672418669058,155.92719550590726,155.92719550590726,3256587
2015-01-13,156.90879618443867,157.85571497213718,156.23555568734463,156.3401389132563,156.3401389132563,3016639
2015-01-14,153.6894949844126,154.1902004211794,152.87962271608376,153.52021854626963,153.52021854626963,2441514
2015-01-15,150.51387900923189,151.34283580665468,150.17238127880853,150.98284179750007,150.98284179750007,1922640
2015-01-16,150.29772299134092,151.12400096376618,150.33747214176577,150.1894105036386,150.1894105036386,1713297
2015-01-17,148.20728748131683,149.41227025997287,147.23974633398643,148.72016382313697,148.72016382313697,1541709
2015-01-18,149.7919455212412,149.4526540930342,147.88680704430678,149.24153482202988,149.24153482202988,1256080
2015-01-19,148.46018419118462,149.4643908381418,147.9858544143862,147.92949870874807,147.92949870874807,4402958
2015-01-20,146.1270462561561,146.34990804529812,145.0840236247696,145.86104315674513,145.86104315674513,1078027
2015-01-21,148.29034684075097,147.9893831177297,147.18822479198258,148.10951631012747,148.10951631012747,1531834
2015-01-22,148.70144592183135,149.28493488637633,146.42124969684986,147.82085185939766,147.82085185939766,3430735
2015-01-23,147.97198733012368,148.51999515852324,147.39599229962707,147.97214416642956,147.97214416642956,2750559
2015-01-24,145.29408482439896,146.38110994080154,145.3572518218731,145.88502188710936,145.88502188710936,1802838
2015-01-25,145.34318475673774,145.0357540068066,143.77120061990414,145.11844780032158,145.11844780032158,3489505
2015-01-26,146.37785520965494,147.00530242818488,144.46469389211117,145.33483168488638,145.33483168488638,4417697
2015-01-27,143.15096157215999,143.81360102514807,142.6905834027364,143.65834131875292,143.65834131875292,4086479
2015-01-28,144.09115696292443,145.10111308662425,143.5998769194808,144.27188834627142,144.27188834627142,3338721
2015-01-29,143.62915333044396,144.67724047266344,142.0613051902829,143.42093031139322,143.42093031139322,2044583
2015-01-30,143.00643726220045,144.04424815320488,142.8593634139599,143.03338968670332,143.03338968670332,3393469
2015-01-31,141.68967797817055,142.9510026123631,141.83874165915802,142.18082976835922,142.18082976835922,3074054
2015-02-01,145.57017597323787,144.95841411597894,144.02765926575623,145.00924704512263,145.00924704512263,4407264
2015-02-02,146.19902156902435,145.43413879013207,144.13079185219652,145.03900120801572,145.03900120801572,4463491
2015-02-03,143.60050054409382,144.39633498360314,142.63422373944306,143.50243481458187,143.50243481458187,2393834
2015-02-04,144.33421803786865,145.19266514774316,143.59709790623342,144.78625218273666,144.78625218273666,1369215
2015-02-05,142.23050644525338,143.9066664377795,141.9832719986626,143.00498670778012,143.00498670778012,1296518
2015-02-06,143.49727009089784,144.50915380469482,142.43314691644994,143.36828210028725,143.36828210028725,1979217
2015-02-07,141.03071558612572,141.76002835736764,140.48521109982116,140.4787769144676,140.4787769144676,2745347
2015-02-08,138.77408171436764,138.7234081622136,138.20980699528516,138.53649784111994,138.53649784111994,2375088
2015-02-09,138.8805877744642,140.78011272241312,138.54911704859194,138.88178969492364,138.88178969492364,2843324
2015-02-10,139.7448537390221,141.2232292371938,139.42445237141894,140.03948956491675,140.03948956491675,3600318
2015-02-11,139.80046017034266,141.14568490986719,138.98787848223608,140.3465419867017,140.3465419867017,3894140
2015-02-12,140.64044522628177,141.56783785465765,139.40232401083065,140.22306956311934,140.22306956311934,1927562
2015-02-13,140.2782998304282,141.8041179057354,139.5066582495421,139.8214140197354,139.8214140197354,1628842
2015-02-14,136.8807661408389,137.73427098365582,136.22449871950062,137.65363103418426,137.65363103418426,1231059
2015-02-15,137.41878421068256,137.31123340034654,136.14214132502883,136.6238647215922,136.6238647215922,4564426
2015-02-16,136.2699421755995,135.59369073521586,136.3442111777839,135.98290656515252,135.98290656515252,4190222
2015-02-17,138.3183872270538,138.51491567080492,137.34949822747578,137.6185899044809,137.6185899044809,1942509
2015-02-18,137.51295346459105,139.16671445979617,138.0910319066146,138.1840173388336,138.1840173388336,1871103
2015-02-19,134.90654502808175,136.3698760480681,134.89862648101055,135.58945710578948,135.58945710578948,1482640
2015-02-20,136.05109840499802,136.5983162743825,135.80954903426417,136.12558305988168,136.12558305988168,4178209
2015-02-21,135.84935185270479,135.37320238116303,134.43903303208018,135.5979596392572,135.5979596392572,4174129
2015-02-22,135.53075705026174,135.61934348050414,134.23050854496887,134.63257663879827,134.63257663879827,1564719
2015-02-23,135.95313052896714,137.12780831401724,135.12728513908996,135.60009107205957,135.60009107205957,1326603
2015-02-24,137.07524971739747,137.7010811279368,136.54154594282232,137.1965903558035,137.1965903558035,4498345
2015-02-25,138.13032593064486,139.66354049898936,138.50151424433705,138.6435105344778,138.6435105344778,3077467
2015-02-26,138.0496845360034,137.4506120929338,136.36529183072014,137.43468424964382,137.43468424964382,3220463
2015-02-27,136.53851297299167,138.0494722177133,136.12733692763018,137.02086568586702,137.02086568586702,2297058
2015-02-28,138.38199511035853,138.17106968410005,136.8154918536515,137.56776083297237,137.56776083297237,2693191
2015-03-01,138.93888619885263,139.49986954835444,137.7662730381112,139.0810785236559,139.0810785236559,1734042
2015-03-02,139.20760820319688,138.8321353462799,137.72578313878807,138.41231716688796,138.41231716688796,4110293
2015-03-03,138.5232943469219,138.78702291087575,136.52436349541534,138.18382870189225,138.18382870189225,4091445
2015-03-04,136.50582849616197,137.5655428987295,136.2978035080973,136.5743262408832,136.5743262408832,3538872
2015-03-05,134.57031811884912,134.97393470416444,134.05333498804515,134.83001630476218,134.83001630476218,3493591
2015-03-06,135.92835109968044,136.70024737256955,135.03835858640159,136.09880503835348,136.09880503835348,1464193
2015-03-07,138.39732342739734,138.96242919221015,136.96597827506216,138.18316508120972,138.18316508120972,1239198
2015-03-08,138.16372814694807,138.37563028657328,137.20786038402963,138.12514989883923,138.12514989883923,1040149
2015-03-09,139.38354354164292,141.37878184651478,139.22457910106348,139.68044924567727,139.68044924567727,4682879
2015-03-10,140.1900875780899,140.64615554321804,139.7467727726175,140.27290328324872,140.27290328324872,3987072
2015-03-11,139.3945121662006,139.8205051945243,138.20245467770178,139.35522365134102,139.35522365134102,2209212
2015-03-12,138.88295001239624,140.2581630846924,138.72429722328982,139.94731705960365,139.94731705960365,1744984
2015-03-13,142.53345596669695,144.00361195287167,141.83282126246243,142.3043719093026,142.3043719093026,4692515
2015-03-14,141.81077223827927,143.3770854649374,141.13945914833016,142.30063285063767,142.30063285063767,4384419
2015-03-15,144.1209321327558,145.02930233123686,143.92755322139843,144.69759833435867,144.69759833435867,2305704
2015-03-16,139.97430850466873,142.17109645765407,140.07985799948622,140.81798067822407,140.81798067822407,3448514
2015-03-17,141.20388818585295,143.00118378193133,141.45686550065025,142.1008344347869,142.1008344347869,3653572
2015-03-18,141.603681285588,143.21003174769993,141.9105402522351,142.28140503714417,142.28140503714417,2174848
2015-03-19,141.5283835326301,142.51065540706912,140.45141254301168,141.88289401144536,141.88289401144536,1659893
2015-03-20,143.04716474501188,142.4958271827701,140.31495551361834,142.0705351762486,142.0705351762486,1738322
2015-03-21,138.87624196639965,140.10806485387457,138.05545816373308,139.13918180434726,139.13918180434726,1342240
2015-03-22,138.94854902572501,139.3871303575932,138.9604381765071,138.859673972591,138.859673972591,2476201
2015-03-23,139.64558352311178,141.15372064464617,139.6564298799023,139.44534282985862,139.44534282985862,4620405
2015-03-24,141.7777164900788,141.87753834434935,141.82777246475382,141.71218389697088,141.71218389697088,4406813
2015-03-25,140.94605683919744,142.5528569559879,140.08828788568007,140.98477856956043,140.98477856956043,3107785
2015-03-26,139.22439128342103,140.56637874082173,138.13098062422824,139.82203816522065,139.82203816522065,3067681
2015-03-27,139.84486637398345,140.06894546685442,137.14788304901793,139.11940259984385,139.11940259984385,2497999
2015-03-28,141.4461040982159,141.75908465971168,139.43548669562225,140.54250577639695,140.54250577639695,4327335
2015-03-29,140.24430309382515,141.57050779338428,140.1865956258118,141.08563244088649,141.08563244088649,2013165
2015-03-30,139.82897783979274,141.57311632758524,140.1913048357639,140.34099213523592,140.34099213523592,1790428
2015-03-31,141.02098811371746,140.6071213572154,140.7947960146772,141.16089328490597,141.16089328490597,3228238
2015-04-01,140.8742407114729,141.79651484231704,140.67021214842381,141.356509608928,141.356509608928,1997935
2015-04-02,143.11245987145526,143.1974456910568,141.61455470925677,142.85947709472734,142.85947709472734,3885258
2015-04-03,141.492261352708,142.02964444772545,140.57600767478885,141.8563974539113,141.8563974539113,1431083
2015-04-04,142.49743226791796,142.10742681497518,140.74196807755038,141.41490423401467,141.41490423401467,2527329
2015-04-05,141.47201630148822,141.8696169884073,140.4252674937363,140.87674200431644,140.87674200431644,1581539
2015-04-06,138.83775659743435,139.8827995813679,138.12741021324103,138.73146958211825,138.73146958211825,3808221
2015-04-07,139.73914312937498,140.14608837631533,137.9083510179118,139.22564999771512,139.22564999771512,3479458
2015-04-08,140.2201831181636,140.13438617353816,139.192566720381,139.66723290598495,139.66723290598495,1148936
2015-04-09,139.4429293469195,140.70941130986122,139.13785857449935,139.72490309094863,139.72490309094863,2337041
2015-04-10,139.01491376861495,140.28516523831135,138.08768918779086,139.42302239088593,139.42302239088593,2203730
2015-04-11,137.38903780929513,138.6179943617783,136.15780579266016,137.3499662778103,137.3499662778103,4132390
2015-04-12,137.19981635591122,137.95746664512802,136.31324628094305,136.76899829366226,136.76899829366226,2088707
2015-04-13,136.37445671819881,137.1201647258324,135.38767275129914,136.3049265188721,136.3049265188721,1202565
2015-04-14,134.36301237394417,135.50288411195905,135.14608426585792,135.15151061503968,135.15151061503968,1135282
2015-04-15,134.55816982556524,135.43310696962462,134.41014668557295,134.95958204754066,134.95958204754066,4390880
2015-04-16,135.57867190096528,136.14076365294346,134.57234273866786,135.61565833276248,135.61565833276248,3872671
2015-04-17,138.45710438241537,139.13730401762015,137.6898343843828,138.49493718457828,138.49493718457828,4785679
2015-04-18,139.79307499222094,139.7408291176209,138.03849560014487,138.80680390382602,138.80680390382602,1982090
2015-04-19,138.55013551871065,140.40071668497419,138.0789343332893,139.24312948991016,139.24312948991016,3967189
2015-04-20,139.43425523717886,139.95590126975324,137.9251665171721,139.18146061626092,139.18146061626092,1559139
2015-04-21,137.0978603474765,137.1613661872626,135.9039987402171,136.35330379331236,136.35330379331236,1813297
2015-04-22,137.49925785284992,137.23518613263852,135.98616962865958,136.36353298013853,136.36353298013853,1870038
2015-04-23,136.30167958345808,137.0459256384839,136.00576902982655,136.50387829505007,136.50387829505007,3232382
2015-04-24,140.4944561901381,140.58604533495654,140.20640051093991,140.248741463778,140.248741463778,3218649
2015-04-25,140.29508019520566,139.93248106795096,138.93931339860052,140.01020001660632,140.01020001660632,4465724
2015-04-26,140.61026189588338,140.9649463510683,140.54965641314232,140.51252103010674,140.51252103010674,2360059
2015-04-27,140.4610307749292,141.54702610218277,139.2599928162718,140.51045337554888,140.51045337554888,1887518
2015-04-28,139.0254240138696,139.2559806000998,137.50109353743534,138.80743631911957,138.80743631911957,3904156
2015-04-29,139.30554749828227,141.25276702217914,138.89169109981748,140.57167054089211,140.57167054089211,2224117
2015-04-30,142.09060483495358,142.78278573362843,140.72667243300884,141.74957008992226,141.74957008992226,1191933
2015-05-01,143.04920696231784,144.04646275869817,141.93425684207213,142.98611801048685,142.98611801048685,4688472
2015-05-02,141.5607993799056,141.9322704022117,141.13500546842204,141.67203682829472,141.67203682829472,3939387
2015-05-03,144.84965939255864,145.1247579729257,143.14817376550909,143.82622829469886,143.82622829469886,2376353
2015-05-04,141.43598469111518,143.1371267451882,140.3769650150009,141.77345170051046,141.77345170051046,3827531
2015-05-05,142.50219934667834,142.93881241260158,141.70737422199795,142.70373734121085,142.70373734121085,4660437
2015-05-06,147.0351974310282,146.42750234510524,145.05368976938198,146.03942077992582,146.03942077992582,2609096
2015-05-07,144.18758563980487,145.99916163380288,142.91562516874885,144.6036162922298,144.6036162922298,1067323
2015-05-08,143.52911205635738,144.530742937198,142.51369633431895,143.80416969782564,143.80416969782564,2941075
2015-05-09,143.93013403374167,143.69375777173119,142.81823993015007,144.0036467454571,144.0036467454571,4560732
2015-05-10,143.7188005053476,143.39859251191646,143.21524577419328,143.2984332642828,143.2984332642828,2016491
2015-05-11,141.12633937136027,141.69775330509736,140.3181634756623,141.0224381176836,141.0224381176836,2851100
2015-05-12,140.52896990631652,141.39376125475033,140.7063669568664,141.17528257989264,141.17528257989264,4933292
2015-05-13,139.3657427277399,140.22511512398526,138.0825092607289,139.6318270093035,139.6318270093035,3830362
2015-05-14,140.08853843865015,141.20841376209805,140.18932289676326,140.39221565525625,140.39221565525625,4380981
2015-05-15,139.02446878129402,140.5942066059229,138.9136303354176,139.06307930390554,139.06307930390554,4364918
2015-05-16,141.65090274074677,142.09275395331795,139.63880842785954,141.43798091143185,141.43798091143185,4801040
2015-05-17,140.5222038508715,141.64937187271389,139.1604426109696,140.31310097292751,140.31310097292751,4402803
2015-05-18,138.99200282159478,141.39438877963735,139.32789148512674,139.88000869861898,139.88000869861898,2801708
2015-05-19,141.6822550184539,142.66743935934952,140.67247875144258,141.15028452467348,141.15028452467348,3346748
2015-05-20,139.48027247302088,140.29636534671536,138.21474068477895,139.35398805002256,139.35398805002256,3372364
2015-05-21,140.4374439757257,139.56353337800925,138.79242822040192,139.74517795192875,139.74517795192875,3013481
2015-05-22,141.97799124699773,142.78630451605432,140.65720155282983,141.7558920833524,141.7558920833524,1179598
2015-05-23,139.94532871037845,140.71886717541733,138.64987625498364,139.39466723151057,139.39466723151057,2500750
2015-05-24,139.95489067503408,140.48108446659128,139.52020728503996,139.721618019309,139.721618019309,3212881
2015-05-25,140.83455508878302,141.8337341457193,138.97592113211104,140.16144221068166,140.16144221068166,3173745
2015-05-26,141.64530183635648,142.61409329908133,141.0845867672318,141.3841765183476,141.3841765183476,2103617
2015-05-27,139.52979282880904,140.66288714060687,138.38791441585704,139.57875045203048,139.57875045203048,4900246
2015-05-28,138.78428289262752,138.991255888007,136.42425192615562,137.64806553240408,137.64806553240408,4380842
2015-05-29,138.92549644196936,139.44766280645985,138.09027519000102,138.4809778808294,138.4809778808294,1325516
2015-05-30,139.2633271011814,138.53004964098153,138.637423079683,138.9764548906792,138.9764548906792,4737578
2015-05-31,138.76404195792884,139.9526246904628,139.02789913457931,139.402194166198,139.402194166198,1878531
2015-06-01,139.3277126717117,141.3704504940674,138.5139677763344,139.97186648044348,139.97186648044348,4734062
2015-06-02,139.14818713914667,139.3980337280266,137.96885390903972,139.00182939807576,139.00182939807576,2021173
2015-06-03,139.47297054270138,140.0884736911988,139.01170423981893,139.40020994381726,139.40020994381726,3034166
2015-06-04,139.58275737126112,140.16740049681374,139.11058957404722,139.88981865376527,139.88981865376527,2963096
2015-06-05,138.93878287653175,140.56025282432662,137.531445103627,138.86829152672573,138.86829152672573,2186737
2015-06-06,142.51126675746465,143.35769952215188,141.14611226300556,141.71695329344286,141.71695329344286,3900207
2015-06-07,142.82540391208568,142.83576822724015,141.32029904531478,142.47770267481053,142.47770267481053,1836073
2015-06-08,140.17024317413018,141.6143964292011,140.83800985320266,140.74074742900655,140.74074742900655,4419915
2015-06-09,141.71982342838584,142.23533081807528,141.74799857316643,141.7755778419573,141.7755778419573,4212300
2015-06-10,139.96107209619004,141.471027656132,139.8656040497941,140.36355533661632,140.36355533661632,4078792
2015-06-11,141.40033228402572,142.64902378085117,141.4746855946149,141.59418224223,141.59418224223,2529844
2015-06-12,143.17526777792628,144.58792839654774,142.6144712858028,143.3820756107411,143.3820756107411,4232428
2015-06-13,141.96222934191155,143.1670113570675,141.78377088040105,142.20105213321355,142.20105213321355,3154213
2015-06-14,143.06854864109334,145.96381943027427,143.63497647473108,143.69611632708003,143.69611632708003,2166533
2015-06-15,144.30146037672566,144.6513258349794,143.68803705838192,144.36528771748476,144.36528771748476,3889706
2015-06-16,145.36807413905285,145.59307628025823,144.72078437171936,145.6483779574765,145.6483779574765,3930930
2015-06-17,147.0788430864563,149.1470223311067,146.89125645236888,148.54356743145743,148.54356743145743,4664378
2015-06-18,149.25197126970397,148.241491124673,147.3839184945924,148.22548525745313,148.22548525745313,4374122
2015-06-19,147.68926583802522,147.1986498759139,146.75659260319804,147.1448810109169,147.1448810109169,3997577
2015-06-20,145.6724590040161,146.15995203937962,145.53342608026242,145.8606093664786,145.8606093664786,1409366
2015-06-21,144.69630346390076,145.02579948631464,144.13907647188967,144.68689393903045,144.68689393903045,2136206
2015-06-22,144.03541420125052,144.94393232393426,143.55059182742818,144.6212413749093,144.6212413749093,3174380
